"timestamp CLC";"x CLC";"y CLC";"id CLC";"timestamp MVT";"x MVT";"y MVT";"timestamp TOC";"id TOC";
;;;;"15663576";"747";"1051";;;
;;;;"15663592";"753";"1060";;;
;;;;"15663607";"754";"1062";;;
;;;;"15663826";"757";"1064";;;
;;;;"15663841";"757";"1060";;;
;;;;"15663873";"778";"983";;;
;;;;"15663888";"795";"927";;;
;;;;"15663904";"838";"800";;;
;;;;"15663919";"868";"706";;;
;;;;"15663935";"881";"659";;;
;;;;"15663951";"882";"652";;;
;;;;"15663966";"883";"645";;;
;;;;"15664200";"883";"644";;;
;;;;"15664216";"877";"644";;;
;;;;"15664231";"845";"635";;;
;;;;"15664263";"793";"606";;;
;;;;"15664278";"773";"592";;;
;;;;"15664294";"737";"554";;;
;;;;"15664309";"707";"510";;;
;;;;"15664325";"701";"499";;;
;;;;"15664590";"696";"481";;;
;;;;"15664621";"694";"479";;;
;;;;"15664637";"680";"466";;;
;;;;"15664653";"644";"428";;;
;;;;"15664668";"613";"391";;;
;;;;"15664684";"605";"381";;;
;;;;"15664699";"591";"363";;;
;;;;"15664715";"583";"352";;;
;;;;"15664731";"580";"344";;;
;;;;;;;"15664996";"s";
;;;;;;;"15665105";"d";
;;;;;;;"15665121";"f";
;;;;;;;"15665386";"s";
;;;;;;;"15665479";"f";
;;;;;;;"15665714";"s";
;;;;;;;"15665792";"f";
;;;;"15666587";"579";"343";;;
;;;;"15666603";"579";"345";;;
;;;;"15666618";"578";"356";;;
;;;;"15666650";"575";"369";;;
;;;;"15666650";"574";"384";;;
;;;;"15666665";"572";"389";;;
;;;;"15666696";"570";"402";;;
;;;;"15666712";"568";"412";;;
;;;;"15666728";"566";"419";;;
;;;;"15666743";"564";"421";;;
;;;;;;;"15667508";"s";
;;;;;;;"15667539";"f";
;;;;"15668397";"562";"428";;;
;;;;"15668412";"562";"428";;;
;;;;"15668428";"562";"429";;;
;;;;"15668444";"562";"429";;;
;;;;"15668522";"562";"429";;;
;;;;"15668974";"562";"430";;;
;;;;"15671579";"562";"431";;;
;;;;"15672250";"562";"431";;;
;;;;"15672468";"562";"431";;;
;;;;"15672609";"562";"431";;;
;;;;"15673607";"562";"432";;;
;;;;"15673732";"562";"432";;;
;;;;;;;"15675417";"s";
;;;;;;;"15675417";"d";
;;;;;;;"15675417";"f";
;;;;;;;"15675666";"s";
;;;;;;;"15675682";"d";
;;;;;;;"15675682";"f";
;;;;;;;"15675932";"s";
;;;;;;;"15675932";"d";
;;;;;;;"15675947";"f";
;;;;;;;"15676181";"s";
;;;;;;;"15676197";"d";
;;;;;;;"15676197";"f";
;;;;;;;"15676462";"s";
;;;;;;;"15676462";"d";
;;;;;;;"15676462";"f";
;;;;;;;"15676696";"s";
;;;;;;;"15676696";"d";
;;;;;;;"15676696";"f";
;;;;;;;"15676914";"s";
;;;;;;;"15676914";"d";
;;;;;;;"15676930";"f";
;;;;;;;"15677195";"c";
;;;;;;;"15677336";"o";
;;;;;;;"15677492";"m";
;;;;;;;"15677601";"m";
;;;;;;;"15677679";"e";
;;;;;;;"15677757";"p";
;;;;;;;"15677866";"e";
;;;;;;;"15677944";"p";
;;;;;;;"15677944";"g";
;;;;;;;"15677944";",";
;;;;;;;"15678006";"o";
;;;;;;;"15678022";"z";
;;;;;;;"15678069";"g";
;;;;;;;"15678178";"p";
;;;;;;;"15678225";"g";
;;;;;;;"15678225";"o";
;;;;;;;"15678334";"z";
;;;;;;;"15678381";"g";
;;;;;;;"15678662";"PG.SUIV";
;;;;;;;"15678833";"FIN";
;;;;;;;"15678896";"DROITE";
;;;;;;;"15679114";"FIN";
;;;;;;;"15679161";"PG.SUIV";
;;;;;;;"15679239";"PG.PREC";
;;;;;;;"15679426";"PG.SUIV";
;;;;;;;"15679520";"FIN";
;;;;;;;"15679598";"DROITE";
;;;;;;;"15679816";"FIN";
;;;;;;;"15679878";"PG.SUIV";
;;;;;;;"15679941";"PG.PREC";
;;;;;;;"15680003";"ORIGINE";
;;;;;;;"15680081";"SUPPR";
;;;;;;;"15680222";"ORIGINE";
;;;;;;;"15680362";"PG.PREC";
;;;;;;;"15680409";"PG.SUIV";
;;;;;;;"15680456";"FIN";
;;;;;;;"15680534";"DROITE";
;;;;;;;"15680705";"FIN";
;;;;;;;"15680768";"PG.SUIV";
;;;;;;;"15680814";"PG.PREC";
;;;;;;;"15680861";"ORIGINE";
;;;;;;;"15680908";"SUPPR";
;;;;;;;"15681064";"ORIGINE";
;;;;;;;"15681126";"PG.PREC";
;;;;;;;"15681173";"PG.SUIV";
;;;;;;;"15681204";"FIN";
;;;;;;;"15681251";"DROITE";
;;;;;;;"15681360";"DROITE";
;;;;;;;"15681454";"FIN";
;;;;;;;"15681501";"PG.SUIV";
;;;;;;;"15681563";"PG.PREC";
;;;;;;;"15681594";"ORIGINE";
;;;;;;;"15681672";"SUPPR";
;;;;;;;"15681891";"INS";
;;;;;;;"15681969";"Pause";
;;;;;;;"15682000";"DEFIL";
;;;;;;;"15682905";"F11";
;;;;;;;"15682905";"F10";
;;;;;;;"15682905";"F9";
;;;;;;;"15682905";"F8";
;;;;;;;"15682905";"F7";
;;;;;;;"15682905";"F6";
;;;;;;;"15682905";"F5";
;;;;;;;"15682905";"F4";
;;;;;;;"15682905";"F3";
;;;;;;;"15682905";"F2";
;;;;;;;"15682905";"F1";
;;;;;;;"15682905";"ECHAP";
;;;;"15683388";"562";"432";;;
;;;;"15683404";"549";"455";;;
;;;;"15683420";"543";"461";;;
;;;;"15683435";"525";"474";;;
;;;;"15683451";"504";"478";;;
;;;;"15683466";"494";"478";;;
;;;;"15683482";"478";"473";;;
;;;;"15683498";"469";"466";;;
;;;;"15683513";"464";"461";;;
;;;;"15683544";"463";"458";;;
;;;;"15683560";"461";"445";;;
;;;;"15683576";"461";"414";;;
;;;;"15683591";"468";"355";;;
;;;;"15683607";"470";"339";;;
;;;;"15683622";"477";"314";;;
;;;;"15683638";"478";"307";;;
;;;;"15683966";"478";"307";;;
;;;;"15683981";"478";"308";;;
;;;;"15683997";"478";"311";;;
;;;;"15684012";"479";"320";;;
;;;;"15684028";"480";"331";;;
;;;;"15684044";"480";"336";;;
;;;;"15684075";"482";"343";;;
;;;;"15684090";"483";"346";;;
;;;;"15684090";"483";"346";;;
;;;;"15684122";"484";"346";;;
"15684153";"484";"347";"LEFT CLIC";;;;;;
;;;;"15684215";"484";"347";;;
;;;;;;;"15684808";"s";
;;;;;;;"15684870";"d";
;;;;;;;"15684886";"f";
;;;;;;;"15685136";"f";
;;;;;;;"15685307";"s";
;;;;;;;"15685354";"f";
;;;;;;;"15685370";"d";
;;;;;;;"15685541";"s";
;;;;;;;"15685619";"f";
;;;;;;;"15686368";"²";
;;;;;;;"15686477";"&";
;;;;;;;"15686540";"é";
;;;;;;;"15686586";"""";
;;;;;;;"15686618";"'";
;;;;;;;"15686664";"(";
;;;;;;;"15686696";"-";
;;;;;;;"15686727";"è";
;;;;;;;"15686774";"_";
;;;;;;;"15686820";"ç";
;;;;;;;"15686867";"à";
;;;;;;;"15686945";")";
;;;;;;;"15687054";"=";
;;;;;;;"15687585";"+";
;;;;;;;"15687632";"°";
;;;;;;;"15687694";"0";
;;;;;;;"15687756";"9";
;;;;;;;"15687803";"8";
;;;;;;;"15687850";"7";
;;;;;;;"15687897";"6";
;;;;;;;"15687944";"5";
;;;;;;;"15687990";"4";
;;;;;;;"15688037";"3";
;;;;;;;"15688100";"2";
;;;;;;;"15688162";"1";
;;;;;;;"15688271";"²";
;;;;;;;"15688895";"²";
;;;;;;;"15689004";"1";
;;;;;;;"15689067";"2";
;;;;;;;"15689129";"3";
;;;;;;;"15689192";"4";
;;;;;;;"15689238";"5";
;;;;;;;"15689285";"6";
;;;;;;;"15689348";"7";
;;;;;;;"15689394";"8";
;;;;;;;"15689457";"9";
;;;;;;;"15689519";"0";
;;;;;;;"15689628";"°";
;;;;;;;"15690112";"°";
;;;;;;;"15690237";"0";
;;;;;;;"15690315";"9";
;;;;;;;"15690377";"8";
;;;;;;;"15690424";"7";
;;;;;;;"15690471";"6";
;;;;;;;"15690518";"5";
;;;;;;;"15690580";"4";
;;;;;;;"15690627";"3";
;;;;;;;"15690674";"2";
;;;;;;;"15690752";"1";
;;;;;;;"15690845";"²";
"15692904";"484";"347";"LEFT CLIC";;;;;;
;;;;"15692951";"484";"347";;;
;;;;;;;"15695073";"1";
;;;;;;;"15695182";"2";
;;;;;;;"15695244";"3";
;;;;;;;"15695291";"4";
;;;;;;;"15695322";"5";
;;;;;;;"15695385";"6";
;;;;;;;"15695416";"7";
;;;;;;;"15695463";"8";
;;;;;;;"15695510";"9";
;;;;;;;"15695572";"0";
;;;;;;;"15697865";"ALT";
;;;;;;;"15698209";"&";
;;;;;;;"15698271";"é";
;;;;;;;"15698318";"""";
;;;;;;;"15698349";"'";
;;;;;;;"15698396";"(";
;;;;;;;"15698427";"-";
;;;;;;;"15698458";"è";
;;;;;;;"15698505";"_";
;;;;;;;"15698567";"ç";
;;;;;;;"15698599";"à";
;;;;;;;"15698677";")";
;;;;;;;"15699472";"CTRL";
;;;;;;;"15699831";"&";
;;;;;;;"15699971";"~";
;;;;;;;"15700018";"#";
;;;;;;;"15700065";"{";
;;;;;;;"15700096";"[";
;;;;;;;"15700143";"|";
;;;;;;;"15700174";"`";
;;;;;;;"15700205";"\";
;;;;;;;"15700252";"^";
;;;;;;;"15700268";"@";
;;;;;;;"15700315";"]";
;;;;;;;"15702561";"1";
;;;;;;;"15702655";"2";
;;;;;;;"15702717";"3";
;;;;;;;"15702748";"4";
;;;;;;;"15702795";"5";
;;;;;;;"15702826";"6";
;;;;;;;"15702857";"7";
;;;;;;;"15702904";"8";
;;;;;;;"15702951";"9";
;;;;;;;"15702998";"0";
;;;;;;;"15703060";"°";
;;;;;;;"15704324";"+";
;;;;;;;"15704433";"°";
;;;;;;;"15704480";"0";
;;;;;;;"15704542";"9";
;;;;;;;"15704573";"8";
;;;;;;;"15704620";"7";
;;;;;;;"15704667";"6";
;;;;;;;"15704698";"5";
;;;;;;;"15704729";"4";
;;;;;;;"15704776";"3";
;;;;;;;"15704823";"2";
;;;;;;;"15704885";"1";
;;;;;;;"15706367";"é";
;;;;;;;"15706601";"""";
;;;;;;;"15706664";"'";
;;;;;;;"15706726";"(";
;;;;;;;"15707179";"'";
;;;;;;;"15707335";"(";
;;;;;;;"15708863";"&";
;;;;;;;"15708863";"é";
;;;;;;;"15708895";"""";
;;;;;;;"15709175";"&";
;;;;;;;"15709191";"é";
;;;;;;;"15709191";"""";
;;;;;;;"15709363";"""";
;;;;;;;"15709394";"é";
;;;;;;;"15709581";"é";
;;;;;;;"15709581";"""";
;;;;;;;"15709753";"&";
;;;;;;;"15709768";"é";
;;;;;;;"15709768";"""";
;;;;;;;"15709955";"&";
;;;;;;;"15709955";"é";
;;;;;;;"15709955";"""";
;;;;;;;"15710158";"&";
;;;;;;;"15710158";"é";
;;;;;;;"15710158";"""";
;;;;;;;"15710345";"&";
;;;;;;;"15710361";"é";
;;;;;;;"15710361";"""";
;;;;;;;"15710564";"&";
;;;;;;;"15710564";"é";
;;;;;;;"15710564";"""";
;;;;;;;"15710767";"&";
;;;;;;;"15710767";"é";
;;;;;;;"15710767";"""";
;;;;;;;"15710985";"&";
;;;;;;;"15710985";"é";
;;;;;;;"15710985";"""";
;;;;;;;"15711188";"&";
;;;;;;;"15711203";"é";
;;;;;;;"15711203";"""";
;;;;;;;"15711983";"&";
;;;;;;;"15711999";"é";
;;;;;;;"15711999";"""";
;;;;;;;"15712217";"é";
;;;;;;;"15712233";"""";
;;;;;;;"15712483";"a";
;;;;;;;"15712483";"z";
;;;;;;;"15712483";"e";
;;;;;;;"15712685";"a";
;;;;;;;"15712685";"z";
;;;;;;;"15712685";"e";
;;;;;;;"15712888";"a";
;;;;;;;"15712888";"z";
;;;;;;;"15712888";"e";
;;;;;;;"15713231";"a";
;;;;;;;"15713231";"z";
;;;;;;;"15713231";"e";
;;;;;;;"15715603";"c";
;;;;;;;"15718286";"CTRL";
;;;;;;;"15718442";"c";
;;;;"12842563";"462";"473";;;
;;;;"12842563";"463";"473";;;
;;;;"12842579";"469";"476";;;
;;;;"12842579";"479";"479";;;
;;;;"12842595";"495";"484";;;
;;;;"12842595";"578";"509";;;
;;;;"12842610";"624";"520";;;
;;;;"12842626";"743";"553";;;
;;;;"12842626";"790";"563";;;
;;;;"12842641";"832";"569";;;
;;;;"12842641";"908";"573";;;
;;;;"12842657";"921";"573";;;
;;;;"12842657";"932";"573";;;
;;;;"12842673";"951";"565";;;
;;;;"12842673";"955";"560";;;
;;;;"12842688";"968";"546";;;
;;;;"12842688";"974";"538";;;
;;;;"12842704";"982";"532";;;
;;;;"12842704";"1002";"518";;;
;;;;"12842719";"1008";"512";;;
;;;;"12842719";"1019";"504";;;
;;;;"12842735";"1022";"502";;;
;;;;"12842735";"1024";"497";;;
;;;;"12842751";"1024";"495";;;
;;;;"12842751";"1024";"493";;;
;;;;"12842766";"1025";"487";;;
;;;;"12842766";"1026";"483";;;
;;;;"12842782";"1026";"472";;;
;;;;"12842782";"1026";"467";;;
;;;;"12842797";"1025";"460";;;
;;;;"12842797";"1019";"443";;;
;;;;"12842813";"1014";"435";;;
;;;;"12842813";"1009";"426";;;
;;;;"12842829";"993";"406";;;
;;;;"12842829";"988";"401";;;
;;;;"12842844";"983";"396";;;
;;;;"12842844";"977";"389";;;
;;;;"12842860";"975";"389";;;
;;;;"12843047";"975";"388";;;
;;;;"12843047";"974";"387";;;
;;;;"12843063";"973";"385";;;
;;;;"12843063";"971";"382";;;
;;;;"12843078";"966";"378";;;
;;;;"12843078";"964";"377";;;
;;;;"12843094";"962";"376";;;
;;;;"12843094";"955";"372";;;
;;;;"12843109";"953";"371";;;
;;;;"12843109";"950";"370";;;
;;;;"12843125";"948";"368";;;
;;;;"12843125";"947";"368";;;
;;;;"12843141";"946";"366";;;
;;;;"12843141";"945";"365";;;
;;;;"12843156";"944";"363";;;
;;;;"12843156";"941";"360";;;
;;;;"12843172";"940";"358";;;
;;;;"12843172";"935";"353";;;
;;;;"12843187";"933";"351";;;
;;;;"12843187";"931";"349";;;
;;;;"12843203";"925";"344";;;
;;;;"12843203";"924";"343";;;
;;;;"12843219";"920";"341";;;
;;;;"12843234";"920";"341";;;
;;;;"12843250";"918";"339";;;
;;;;"12843250";"918";"339";;;
;;;;"12843265";"917";"338";;;
;;;;"12843265";"916";"336";;;
;;;;"12843281";"915";"336";;;
;;;;"12843281";"914";"334";;;
;;;;"12843297";"913";"332";;;
;;;;"12843297";"913";"331";;;
;;;;"12843312";"912";"327";;;
;;;;"12843312";"912";"325";;;
;;;;"12843328";"912";"318";;;
;;;;"12843328";"912";"316";;;
;;;;"12843343";"912";"314";;;
;;;;"12843343";"912";"310";;;
;;;;"12843359";"912";"309";;;
;;;;"12843359";"912";"307";;;
;;;;"12843375";"912";"305";;;
;;;;"12843375";"912";"304";;;
;;;;"12843437";"911";"304";;;
;;;;"12843453";"911";"303";;;
;;;;"12843453";"911";"303";;;
;;;;"12843468";"910";"301";;;
;;;;"12843468";"908";"297";;;
;;;;"12843484";"907";"295";;;
;;;;"12843484";"906";"292";;;
;;;;"12843499";"906";"290";;;
;;;;"12843499";"905";"289";;;
;;;;"12843515";"904";"286";;;
;;;;"12843515";"904";"284";;;
;;;;"12843531";"903";"282";;;
;;;;"12843531";"903";"278";;;
;;;;"12843546";"902";"277";;;
;;;;"12843562";"901";"272";;;
;;;;"12843562";"900";"271";;;
;;;;"12843577";"900";"270";;;
;;;;"12843577";"900";"268";;;
;;;;"12843593";"899";"268";;;
;;;;"12843593";"899";"267";;;
;;;;"12843609";"899";"266";;;
;;;;"12843609";"899";"265";;;
;;;;"12843624";"898";"264";;;
;;;;"12843640";"898";"263";;;
;;;;"12843655";"897";"262";;;
;;;;"12843733";"897";"262";;;
;;;;"12843733";"897";"261";;;
;;;;"12843749";"897";"259";;;
;;;;"12843749";"897";"258";;;
"12843811";"897";"257";"LEFT CLIC";;;;;;
;;;;"12843874";"897";"257";;;
;;;;"13403028";"1268";"302";;;
;;;;"13403028";"1267";"297";;;
;;;;"13403044";"1263";"289";;;
;;;;"13403044";"1254";"278";;;
;;;;"13403059";"1247";"273";;;
;;;;"13403059";"1240";"267";;;
;;;;"13403075";"1214";"250";;;
;;;;"13403075";"1204";"243";;;
;;;;"13403091";"1193";"237";;;
;;;;"13403091";"1163";"219";;;
;;;;"13403106";"1152";"213";;;
;;;;"13403106";"1122";"194";;;
;;;;"13403122";"1111";"187";;;
;;;;"13403122";"1099";"181";;;
;;;;"13403137";"1067";"162";;;
;;;;"13403137";"1056";"155";;;
;;;;"13403153";"1021";"137";;;
;;;;"13403153";"1008";"131";;;
;;;;"13403169";"997";"127";;;
;;;;"13403169";"970";"117";;;
;;;;"13403184";"962";"114";;;
;;;;"13403184";"956";"112";;;
;;;;"13403418";"947";"110";;;
;;;;"13403418";"946";"110";;;
;;;;"13403434";"940";"107";;;
;;;;"13403434";"932";"104";;;
;;;;"13403449";"927";"102";;;
;;;;"13403449";"923";"100";;;
;;;;"13403465";"906";"95";;;
;;;;"13403465";"898";"92";;;
;;;;"13403481";"872";"85";;;
;;;;"13403481";"862";"81";;;
;;;;"13403496";"853";"79";;;
;;;;"13403496";"839";"76";;;
;;;;"13403512";"836";"76";;;
;;;;"13403512";"836";"76";;;
;;;;"13403668";"835";"76";;;
;;;;"13403668";"834";"75";;;
;;;;"13403683";"830";"74";;;
;;;;"13403683";"827";"73";;;
;;;;"13403699";"815";"70";;;
;;;;"13403699";"811";"68";;;
;;;;"13403715";"796";"61";;;
;;;;"13403715";"790";"58";;;
;;;;"13403730";"782";"53";;;
;;;;"13403730";"762";"45";;;
;;;;"13403746";"754";"42";;;
;;;;"13403746";"732";"35";;;
;;;;"13403761";"724";"32";;;
;;;;"13403761";"716";"30";;;
;;;;"13403777";"703";"28";;;
;;;;"13403777";"698";"27";;;
;;;;"13403793";"695";"26";;;
;;;;"13403793";"689";"25";;;
;;;;"13403808";"688";"24";;;
;;;;"13403808";"687";"24";;;
;;;;"13403824";"685";"24";;;
;;;;"13404042";"685";"23";;;
;;;;"13404042";"684";"23";;;
;;;;"13404058";"683";"23";;;
;;;;"13404058";"682";"25";;;
;;;;"13404120";"681";"25";;;
;;;;"13404136";"681";"26";;;
;;;;"13404136";"680";"27";;;
;;;;"13404151";"678";"29";;;
;;;;"13404151";"677";"31";;;
;;;;"13404167";"677";"31";;;
"13405680";"676";"33";"LEFT CLIC";;;;;;
;;;;"13405727";"676";"33";;;
;;;;"13509702";"1173";"403";;;
;;;;"13509717";"1173";"398";;;
;;;;"13509717";"1173";"388";;;
;;;;"13509733";"1173";"363";;;
;;;;"13509733";"1173";"351";;;
;;;;"13509748";"1173";"338";;;
;;;;"13509748";"1169";"305";;;
;;;;"13509764";"1165";"293";;;
;;;;"13509764";"1163";"284";;;
;;;;"13509780";"1154";"257";;;
;;;;"13509780";"1152";"249";;;
;;;;"13509795";"1150";"239";;;
;;;;"13509795";"1146";"215";;;
;;;;"13509811";"1144";"206";;;
;;;;"13509811";"1138";"180";;;
;;;;"13509826";"1135";"170";;;
;;;;"13509826";"1131";"159";;;
;;;;"13509842";"1122";"130";;;
;;;;"13509842";"1118";"120";;;
;;;;"13509858";"1106";"95";;;
;;;;"13509858";"1101";"88";;;
;;;;"13509873";"1095";"80";;;
;;;;"13509873";"1077";"62";;;
;;;;"13509889";"1068";"55";;;
;;;;"13509889";"1058";"48";;;
;;;;"13509904";"1023";"31";;;
;;;;"13509904";"1007";"23";;;
;;;;"13509920";"951";"4";;;
;;;;"13509920";"929";"0";;;
;;;;"13509936";"904";"0";;;
;;;;"13509936";"836";"0";;;
;;;;"13509951";"813";"0";;;
;;;;"13509951";"746";"0";;;
;;;;"13509967";"726";"0";;;
;;;;"13509967";"708";"0";;;
;;;;"13509982";"661";"0";;;
;;;;"13509982";"648";"0";;;
;;;;"13509998";"619";"0";;;
;;;;"13509998";"611";"0";;;
;;;;"13510014";"602";"1";;;
;;;;"13510029";"592";"2";;;
;;;;"13510029";"592";"3";;;
;;;;"13510076";"592";"3";;;
;;;;"13510092";"592";"4";;;
;;;;"13510092";"593";"5";;;
;;;;"13510107";"597";"5";;;
;;;;"13510107";"597";"5";;;
;;;;"13510123";"598";"6";;;
;;;;"13510123";"600";"7";;;
;;;;"13510138";"601";"8";;;
;;;;"13510138";"606";"11";;;
;;;;"13510154";"608";"13";;;
;;;;"13510154";"610";"15";;;
;;;;"13510170";"616";"19";;;
;;;;"13510170";"617";"19";;;
;;;;"13510185";"623";"21";;;
;;;;"13510185";"625";"22";;;
;;;;"13510201";"626";"23";;;
;;;;"13510201";"631";"23";;;
;;;;"13510216";"633";"23";;;
;;;;"13510216";"635";"23";;;
;;;;"13510232";"641";"23";;;
;;;;"13510232";"643";"23";;;
;;;;"13510248";"651";"23";;;
;;;;"13510248";"653";"23";;;
;;;;"13510263";"655";"23";;;
;;;;"13510326";"657";"23";;;
;;;;"13510341";"658";"23";;;
;;;;"13510341";"659";"23";;;
;;;;"13510357";"659";"23";;;
;;;;"13510357";"662";"23";;;
;;;;"13510372";"662";"23";;;
;;;;"13510372";"664";"23";;;
;;;;"13510388";"664";"23";;;
;;;;"13510388";"665";"23";;;
;;;;"13510404";"665";"23";;;
;;;;"13510404";"666";"23";;;
;;;;"13510419";"667";"23";;;
;;;;"13510419";"667";"23";;;
;;;;"13510435";"668";"23";;;
;;;;"13510435";"668";"23";;;
;;;;"13510450";"668";"24";;;
;;;;"13510482";"669";"24";;;
;;;;"13510497";"670";"25";;;
;;;;"13510513";"670";"26";;;
"13510513";"670";"27";"LEFT CLIC";;;;;;
;;;;"13510591";"670";"27";;;
;;;;"16941146";"1128";"633";;;
;;;;"16941178";"1128";"633";;;
;;;;"16941193";"1128";"633";;;
;;;;"16941193";"1126";"633";;;
;;;;"16941224";"1124";"633";;;
;;;;"16941240";"1123";"633";;;
;;;;"16941256";"1119";"632";;;
;;;;"16941271";"1116";"630";;;
;;;;"16941287";"1115";"628";;;
;;;;"16941302";"1109";"623";;;
;;;;"16941318";"1098";"609";;;
;;;;"16941334";"1093";"601";;;
;;;;"16941349";"1078";"576";;;
;;;;"16941365";"1068";"555";;;
;;;;"16941380";"1066";"549";;;
;;;;"16941412";"1061";"538";;;
;;;;"16941427";"1059";"530";;;
;;;;"16941443";"1058";"528";;;
;;;;"16941458";"1058";"524";;;
;;;;"16941474";"1055";"518";;;
;;;;"16941490";"1054";"514";;;
;;;;"16941505";"1053";"512";;;
;;;;"16941521";"1052";"510";;;
;;;;"16941536";"1052";"509";;;
;;;;"16941599";"1052";"508";;;
;;;;"16941614";"1052";"506";;;
;;;;"16941630";"1046";"497";;;
;;;;"16941646";"1039";"487";;;
;;;;"16941661";"1005";"443";;;
;;;;"16941677";"955";"386";;;
;;;;"16941708";"908";"335";;;
;;;;"16941724";"897";"324";;;
;;;;"16941739";"875";"304";;;
;;;;"16941755";"865";"294";;;
;;;;"16941770";"859";"290";;;
;;;;"16941786";"858";"290";;;
;;;;"16941802";"857";"289";;;
;;;;"16942129";"856";"289";;;
;;;;"16942145";"852";"285";;;
;;;;"16942160";"843";"277";;;
;;;;"16942176";"841";"274";;;
;;;;"16942192";"831";"262";;;
;;;;"16942223";"823";"252";;;
;;;;"16942223";"821";"249";;;
;;;;"16942238";"818";"242";;;
;;;;"16942270";"815";"237";;;
;;;;"16942285";"814";"236";;;
;;;;"16942301";"813";"234";;;
;;;;"16942316";"813";"232";;;
;;;;"16942332";"812";"232";;;
;;;;"16942348";"811";"229";;;
;;;;"16942363";"811";"226";;;
;;;;"16942379";"810";"225";;;
;;;;"16942394";"808";"221";;;
;;;;"16942410";"807";"217";;;
;;;;"16942441";"806";"212";;;
;;;;"16942457";"805";"210";;;
;;;;"16942472";"803";"207";;;
;;;;"16942488";"802";"202";;;
;;;;"16942504";"802";"201";;;
;;;;"16942519";"801";"199";;;
;;;;"16942535";"800";"195";;;
;;;;"16942550";"799";"193";;;
;;;;"16942566";"797";"192";;;
;;;;"16942597";"796";"188";;;
;;;;"16942613";"793";"186";;;
;;;;"16942613";"792";"185";;;
;;;;"16942644";"790";"182";;;
;;;;"16942660";"788";"180";;;
;;;;"16942675";"786";"178";;;
;;;;"16942691";"786";"177";;;
;;;;"16942706";"784";"174";;;
;;;;"16942722";"783";"172";;;
;;;;"16942753";"781";"170";;;
;;;;"16942753";"780";"164";;;
;;;;"16942784";"779";"160";;;
;;;;"16942800";"777";"156";;;
;;;;"16942816";"776";"155";;;
;;;;"16942831";"775";"152";;;
;;;;"16942847";"774";"149";;;
;;;;"16942862";"773";"148";;;
;;;;"16942878";"772";"145";;;
;;;;"16942894";"770";"141";;;
;;;;"16942909";"769";"139";;;
;;;;"16942940";"768";"139";;;
;;;;"16942956";"768";"137";;;
"16944220";"768";"136";"LEFT CLIC";;;;;;
;;;;"16944344";"768";"136";;;
